Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Per Hour,Monthly,Employer Provided,Min Salary,Max Salary,Avg Salary,Company,CFounded,Age,Need React,Need Angular,Need TypeScript,Need SCSS/SASS,Need Node.js,Need Spring,Need Spring Boot,Need Vue.js,Need PHP,Need .NET,Need Ruby,Need Ruby on Rails,Need WordPress,Need MySQL,Need NoSQL,Need PostgreSQL,Need MongoDB,Need Django,Need Laravel,Need Vue
Ruby on Rails Developer,Employer Provided Salary:₹11L - ₹23L,"Company Profile
We are Vispan’s Digital warrior, work tirelessly in order to grow our customer’s business digitally, A simple mantra we have on our mind- if clients are happy, Vispan is super happy! We are aiming to grow our company at 2x speed, we strongly believe that our Human Capital is our greatest strength and asset in our growth story, we encourage diversity, a flexible and productive working culture, Our Career Progression plan is made to provide all Kind of Equal opportunity to you. In this role, you will work as a key part of the team for one of our longest and most interesting clients: Travelstride, www.travelstride.com. They are a venture-backed startup improving the way people explore the world on holiday We invite you to join our hand in this intrapreneurship Journey, Share your cv at 7383694941 & Please visit https://www.vispansolutions.com/careers/
Job Summary:
1 Design, develop, implement, and maintain new existing web-based applications, initially for client Travelstride. You will join several other software developers that have
2 Hands-on experience with web application development
3 Strong understanding of Rails and Ruby on Rails and a knack for writing clean code.
4 Excellent communication skills both Verbal and Written
5 Keen on Performance optimization strong Programming, Object-oriented skills
6 Work on the client Projects and Write well designed, testable, efficient code in the required technologies on the projects.
7 Identifying and fixing bottlenecks and bugs.
8 Contribute in all phases of the development lifecycle utilizing a modified agile/scrum methodology
Essential to nail the Job
1 Education: A minimum of a graduate degree in a relevant field is preferred, but we care most about your direct experience and code quality.
2 Experience: 4+ years of work experience as a full-stack Ruby on
Rails developer
3 Skills ● Ability to write clean ruby on rails code.
● Front-end development skills
4 Other Working Condition: Flexible Timings - will need to join video calls several evenings per week with clients based in the US, 5 Days Working
5 Salary (CTC): No bar for right candidate
Job Type: Full-time
Salary: ₹1,100,000.00 - ₹2,300,000.00 per year
Benefits:
Flexible schedule
Work from home
Schedule:
Flexible shift
Experience:
Ruby on Rails: 4 years (Required)
Speak with the employer
+91 7383694941
Show Less
Report",-1.0,Vispan Solutions Private Limited,Rājkot,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,11,23,17.0,Vispan Solutions Private Limited,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Senior Ionic Developer (Full Stack),Employer Provided Salary:₹5L - ₹12L,"Senior Ionic Developer (Full Stack)
We, YUHIRO, a German-Indian IT company, are looking for a Full Stack Ionic Developer. Experienced in Ionic. Knowledge in backend technologies (e.g., PHP, Java, etc.) and Angular. Has created cross platform Android and iOS apps. Worked with MySQL.
Candidate Profile:
Has created Android and iOS hybrid apps, for example based in Ionic
Good communication skills
Experience in app and web development
Worked with Hybrid/ Cross Mobile App Frameworks
About the Company:
YUHIRO works with companies globally, for which we create web and mobile solutions. Currently we are looking for a passionate Full Stack Ionic Developer.
Experience: 4 to 9 years
Job Type: Full-time
Salary: ₹500,000.00 - ₹1,200,000.00 per year
Schedule:
Monday to Friday
Speak with the employer
+91 9746452223
Show Less
Report",4.7,"YUHIRO Technologies Private Limited
4.7",Cochin,1 to 50 Employees,2011,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.6,4.6,4.6,4.5,4.6,0,0,1,5,12,8.5,"YUHIRO Technologies Private Limited
",2011.0,12.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Software Engineer - Full stack Developer,₹6L - ₹8L (Glassdoor Est.),"Role: Software Engineer – Full Stack Developer
Siemens founded the new business unit Siemens Advanta (formerly known as Siemens IoT Services) on April 1, 2019 with its headquarter in Munich, Germany. It has been crafted to unlock the digital future of its clients by offering end-to-end support on their outstanding digitalization journey. Siemens Advanta is a strategic advisor and a trusted implementation partner in digital transformation and industrial IoT with a global network of more than 8000 employees in 10 countries and 21 offices. Highly skilled and authoritative specialists offer services which range from consulting to craft & prototyping to solution & implementation and operation - everything out of one hand!
What part will you play?
Understand, Analyze, and derive software requirements, user stories, High level and low-level design, implementation, unit, and integration test to deliver high quality product.
Implement new requirements and maintenance adhering to coding and quality
guidelines
Identification and implementation of (unit/integration/automation) tests to
ensure solution addresses customer requirements.
Identify potential harmony and for re-use of components / technology.
Providing documentation (requirement/design/test specification) inputs, and
ensuring delivery conforms to organization and project quality processes
Ensuring integration and submission of solution into software configuration
management system, within committed delivery timelines
Able to coach and guide junior team member on need basis.
Able to adopt context switching based on project needs.
Use your skills to move the world forward!
Qualification/Exp yrs.: BE/B. Tech/MCA/M.Tech with 2 to 6 years of
relevant experience in software development.
Experience:
Professional 2 to 6 years’ experience in design and development
Experience in Microservice API development using C#, .Net and web
development using Angular/React, CSS, HTML & JavaScript.
Experience in Python is an added advantage.
Understanding of the Mind Sphere platform and web architecture from a
digitalization perspective.
Experience in databases like Mongo DB, POSTGRE SQL
Take complete ownership of developing solution for SENTRON family of devices.
Exposure to CI/CD tools, Code Analysis, and Test automation is preferred.
Good knowledge on building REST APIs and handling Rest API Frameworks.
experience with asynchronous programming would be a plus.
Software design experience using OOAD/UML expertise in any UML design tools.
Work experience in unit testing frameworks.
Strong motivation to work as a team member to achieve committed goals.
Exhibit Ownership culture while contributing towards realizing product vision.
Make your mark in our exciting world at Siemens.
This role is based in Bangalore, where you’ll get the chance to work with teams impacting entire cities, countries - and the shape of things to come.
We’re Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we encourage applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and imagination and help us shape tomorrow.
Find out more about Siemens careers at: www.siemens.com/careers


Organization: Advanta
Company: Siemens Technology and Services Private Limited
Experience Level: Experienced Professional
Full / Part time: Full-time
Show Less
Report",4.1,"Siemens
4.1",Bangalore,10000+ Employees,1847,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.7,4.1,3.7,4.1,0,0,0,6,8,7.0,"Siemens
",1847.0,176.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Front End Developer (React.js),₹4L - ₹8L (Glassdoor Est.),"Delhi
We are looking for an experienced top-notch full-stack developer to grow with our dev team. As a React.js Developer, you will be involved from conception to completion with projects that are technologically sound and aesthetically impressive.
The Role
The primary focus will be on developing user interface components and implementing them following well-known React.js workflows (such as Flux or Redux). You will ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is important.
Responsibilities:
Developing user interface components and implementing them following well-known React.js workflows (such as Flux or Redux).
Ensuring that these components and the overall application are robust and easy to maintain.
Develop new user-facing features using React.js and Building reusable components and front-end libraries for future use.
Translate designs and wireframes into high quality code and optimize components for maximum performance across a vast array of web-capable devices and browsers.
Understand the business requirements and translate them into technical requirements with a knack for benchmarking and optimization.
Develop a flexible and well-structured front-end architecture, along with the APIs to support it.
Construct visualizations that are able to depict vast amounts of data
Qualification & Skillset:
Bachelor’s Degree or equivalent in Computer Science & Experience with Java Script
Thorough understanding of React.js and its core principles and Experience with popular React.js workflows (such as Flux or Redux)
Core web fundamentals: HTML, Java Script and CSS and Knowledge of CSS pre-processor like Sass or LESS
Show Less
Report",4.1,"Spark Eighteen Lifestyle
4.1",New Delhi,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,4.1,3.9,4.0,4.1,4.0,0,0,0,4,8,6.0,"Spark Eighteen Lifestyle
",-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Stack Developer - React / NodeJS,Employer Provided Salary:₹8L - ₹10L,"Full–time
Perform hands-on software development, including writing code and unit tests, doing proof of concepts, conducting code reviews, and testing in ongoing sprints
Work closely with product managers and other full-stack developers to implement innovative solutions to challenging web development problems
Participates in system design and specifications, program logic and flow-charting, development, testing, debugging, documentation, and support
Provides analysis of problems and recommends solutions
Work collaboratively with a tight-knit product development team
Qualifications BE, BTech, or MS degree in computer science, or equivalent 3+ years of work experience.
Experience working in React and able to demonstrate strong JavaScript knowledge
4+ years of experience working with NodeJS
Strong knowledge of HTML, CSS
Having worked with multimedia elements like sound, graphics, animations, etc.
1+ years of experience working with MongoDB
Experience with CI and CD environment and platforms (AWS)
Strong experience building single-page and progressive web applications
Ability to efficiently manage and build large, complex web applications
Strong analytical and problem-solving skills, with good attention to detail
Self-motivated, ability to work independently
Ability to use creative thinking to develop innovative and efficient solutions to requirements from the business team.
Strong project management skills, including the ability to manage multiple tasks simultaneously
Ability to mentor other developers if required.
PHP experience will be a big plus
Additional Information Professional maturity, integrity, discipline, and a positive attitude in open work culture.
Self starter and ability to work in a fast-paced team environment.
Passion to work with technology
Other Details Role: Full Stack Software Developer (Full Time)
Location: Remote
Job Type: Full-time
Pay: ₹800,000.00 - ₹1,000,000.00 per year
Schedule:
Morning shift
Application Question(s):
Give links to a few of your best projects with a brief description of your role in the frontend ( in ReactJS) and backend development (NodeJS) work.
Education:
Bachelor's (Required)
Experience:
total work: 3 years (Required)
Expected Start Date: 03/04/2023
Show Less
Report",-1.0,digiXL Inc.,Remote,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,8,10,9.0,digiXL Inc.,-1.0,-1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Node js developer,Employer Provided Salary:₹35T,"Node.js Developer Responsibilities:
Developing and maintaining all server-side network components.
Ensuring optimal performance of the central database and responsiveness to front-end requests.
Collaborating with front-end developers on the integration of elements.
Designing customer-facing UI and back-end services for various business processes.
Developing high-performance applications by writing testable, reusable, and efficient code.
Implementing effective security protocols, data protection measures, and storage solutions.
Running diagnostic tests, repairing defects, and providing technical support.
Documenting Node.js processes, including database schemas, as well as preparing reports.
Recommending and implementing improvements to processes and technologies.
Keeping informed of advancements in the field of Node.js development.
Node.js Developer Requirements:
Bachelor's degree in computer science, information science, or similar.
At least two years' experience as a Node.js developer.
Extensive knowledge of JavaScript, web stacks, libraries, and frameworks.
Knowledge of front-end technologies such as HTML5 and CSS3.
Superb interpersonal, communication, and collaboration skills.
Exceptional analytical and problem-solving aptitude.
Great organizational and time management skills.
Availability to resolve urgent web application issues outside of business hours.
Job Type: Full-time
Salary: From ₹35,000.00 per month
Schedule:
Flexible shift
Education:
Bachelor's (Preferred)
Experience:
total work: 2 years (Required)
Show Less
Report",5.0,"SynergyWorks Solutions LLP
5.0",Remote,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,4.9,4.7,5.0,4.9,5.0,0,1,1,35,35,35.0,"SynergyWorks Solutions LLP
",-1.0,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Stack Developer,₹9L - ₹10L (Glassdoor Est.),"Aufgaben
Skills:-
Min 2yrs of experience in Frontend technologies Angular is preferred, React-JS.
Good understanding of backend technologies such as Java, spring framework.
Good understanding of databases such PostgreSQL, MySQL etc.
Good knowledge in Docker, Helm, Jenkins, GIT, GIT Hub Actions, and Argo CD is a plus.
Good problem solving skills.
Good communication skills.
Responsibilities:-
Design and develop complex feature end to end independently.
Provide good quality to product.
Bring new ideas to solve the existing better way.
Involve in architectural discussion.
Lead a story and be responsible for end-to-end quality delivery.
Qualifikationen
B Tech/BE
Experience in Application Development
Apply Now: click Apply Now
Show Less
Report",4.0,"Mercedes-Benz Research and Development India Private Limited
4.0",Bangalore,5001 to 10000 Employees,1996,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.8,3.7,4.1,3.5,4.2,0,0,0,9,10,9.5,"Mercedes-Benz Research and Development India Private Limited
",1996.0,27.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Full Stack Developer,Employer Provided Salary:₹5L - ₹15L,"Job Description
KNOWLEDGE/EXPERIENCE:
· Software Developer/Coordinator with 5+ years of experience in C#, ASP.net, .net Core , Web API, Angular 4+, Micro services technologies with strong foundation in Data structure, Design patterns and Algorithms.
QUALIFICATIONS/SKILLS:
C#, ASP.net, Web API, Angular 4+, Micro services technologies, SQL server
Strong communication skills
Good understanding of Design Patterns, Data structures and Algorithms
Good in project management, stake holder management and risk management
Ability to quickly learn about new IT systems and techniques
Strong Problem Solving skills
Be able to work as an individual and as part of a team
Flexible and willing to accept a change in priorities as necessary
Be able to work on tight deadlines
Self-driven & motivated
Should have the ability to drive requests to closure
Be able to work as an individual and as part of a team
Job Types: Full-time, Regular / Permanent
Pay: ₹500,000.00 - ₹1,500,000.00 per year
Benefits:
Work from home
Schedule:
Evening shift
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
Angular: 3 years (Preferred)
total work: 9 years (Preferred)
.NET Core: 6 years (Preferred)
Show Less
Report",-1.0,Data PlatformExperts,Remote,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,5,15,10.0,Data PlatformExperts,-1.0,-1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Full Stack Developer,₹4L - ₹7L (Glassdoor Est.),"We are seeking a talented front-end web developer to join our team. You’ll be part of the UK Building Services Engineering team (although based in India in either our Bengaluru or Noida, Delhi office) and part of a wider ‘Digital Engineering & Automation team’. The ideal candidate should have experience in developing modern, responsive web applications using HTML, CSS, and JavaScript. The candidate should also be comfortable with front-end frameworks such as React, Angular or Svelte as well as with version control tools such as Git.
Responsibilities:
Develop responsive web applications using Svelte via Sveltekit
Work closely with back-end developers to integrate front-end code with server-side logic
Create reusable code and libraries for future use
Show More
Report",3.9,"iCRC
3.9",Bangalore,10000+ Employees,1863,Non-profit Organisation,"Civic, Welfare & Social Services",Non-profit & NGO,Unknown / Non-Applicable,3.5,3.6,3.9,3.2,3.4,0,0,0,4,7,5.5,"iCRC
",1863.0,160.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Stack Developer - Web App Development,₹9L - ₹10L (Glassdoor Est.),"Aufgaben
Responsibilities:
Understand project objectives and business requirements to design software based on the customers’ needs.
Requirement analysis, advanced engineering and execution of deliverables.
Provide solutions and proof of concepts to customers’ problems.
Contribute as an individual or in a team in a very agile development environment.
Qualifications:
A software developer having hands on experience in Development of .Net(C#) based Application

It’s necessary to know HTML, CSS, JavaScript and “.Net” based web application development

Must be aware of Agile methodology of Software development, usage of GIT, Linux based web application deployment

Be able to perform Unit Testing as part of development process.
Good to have knowledge on Unit testing frameworks compatible with C#.
In additional to above we are looking for self-motivated, passionate individual contributors who are ready to collaborate in a team.
Optional but great to have:
Cloud technology exposure p referably Microsoft Azure.
Qualifikationen
Responsibilities:
Understand project objectives and business requirements to design software based on the customers’ needs.
Requirement analysis, advanced engineering and execution of deliverables.
Provide solutions and proof of concepts to customers’ problems.
Contribute as an individual or in a team in a very agile development environment.
Qualifications:
A software developer having hands on experience in Development of .Net(C#) based Application

It’s necessary to know HTML, CSS, JavaScript and “.Net” based web application development

Must be aware of Agile methodology of Software development, usage of GIT, Linux based web application deployment

Be able to perform Unit Testing as part of development process.
Good to have knowledge on Unit testing frameworks compatible with C#.
In additional to above we are looking for self-motivated, passionate individual contributors who are ready to collaborate in a team.

Optional but great to have:
Cloud technology exposure p referably Microsoft Azure.
To apply to this job, click Apply Now
Show Less
Report",4.0,"Mercedes-Benz Research and Development India Private Limited
4.0",Bangalore,5001 to 10000 Employees,1996,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.8,3.7,4.1,3.5,4.2,0,0,0,9,10,9.5,"Mercedes-Benz Research and Development India Private Limited
",1996.0,27.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Senior Full Stack Developer,Employer Provided Salary:₹10L - ₹15L,"Intygrate are passionate about software, IT and helping businesses turn their problems into possibilities using cutting-edge technologies.
We are looking for experienced Senior Full Stack Developers who are comfortable with both front and back-end programming to join our team.
If you are experienced in:
Developing front end website architecture
Designing user interactions on web pages
Developing back-end website applications
Creating servers and databases for functionality
Ensuring cross platform optimisation for mobile
Ensuring responsiveness of applications
Working alongside UI/UX designers for design features
Seeing through a project from conception to finished product
Designing and developing API’s
Meeting both technical and consumer needs
Staying abreast of developments in web applications and programming languages
If you have:
5+ years relevant working experience as a Full Stack Developer
A degree in computer science or relevant field of study
Strong organisational and project management skills
Proficiency with fundamental front-end languages such as HTML, CSS and JavaScript
Familiarity with JavaScript frameworks such as Vue,js, React.js, Express.js and Node.js
Proficiency with a server-side languages such as Java would be beneficial
Familiarity with database technology such as MongoDB, MySQL, DB/2 would be advantageous
Strong experience with cloud infrastructure such as AWS
Proficiency with CI/CD deployment
Familiarity with Google Analytics
Excellent verbal communication skills
Good problem-solving skills
Attention to detail
We can provide:
A flexible working environment
Time to further your experience in technology and framework trends
An opportunity to grow with an organisation
Job Types: Full-time, Regular / Permanent
Salary: ₹1,000,000.00 - ₹1,500,000.00 per year
Benefits:
Paid sick time
Paid time off
Provident Fund
Work from home
Schedule:
Monday to Friday
Supplemental pay types:
Yearly bonus
Education:
Bachelor's (Preferred)
Experience:
JavaScript: 3 years (Required)
Software development: 5 years (Required)
Vue.js: 3 years (Required)
Node.js / Javascript: 3 years (Required)
Show Less
Report",-1.0,Intygrate,India,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,10,15,12.5,Intygrate,-1.0,-1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
Software Developer Dev & Automation,₹6L - ₹8L (Glassdoor Est.),"Aufgaben
Java full stack development for DevAutomation.
Java
Spring boot
Qualifikationen
Job Level : T9
Education: B.E/ME/B. Tech/ M. Tech in Computer science or any other engineering discipline
To apply to this job, click Apply Now
Show Less
Report",4.0,"Mercedes-Benz Research and Development India Private Limited
4.0",Bangalore,5001 to 10000 Employees,1996,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.8,3.7,4.1,3.5,4.2,0,0,0,6,8,7.0,"Mercedes-Benz Research and Development India Private Limited
",1996.0,27.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Employer Provided Salary:₹4L - ₹15L,"About us:
Persistent Systems is a trusted Digital Engineering and Enterprise Modernization partner, combining deep technical expertise and industry experience to help our clients anticipate what’s next and take action. Our offerings, proven solutions, and innovative partner ecosystem create a unique competitive advantage for our clients by giving them the power to see beyond and rise above.
We work with many industry-leading organizations across 18 countries - including 14 of the 30 most innovative US companies, 80% of the largest banks in the US and India, and numerous innovators across the healthcare ecosystem. In addition, we are recognized across the industry as the market leader in delivery and customer excellence, as rated by ISG (2020 and 2021 ISG Star of Excellence Awards).
At Persistent, our values are more than a list of ideas to improve our corporate image. We’re dedicated to building an inclusive culture that reflects what’s important to our employees and is based on what they value.
We provide a people-centric work environment that enables our employees to:
- Accelerate growth, both professionally and personally.
- Impact the world in powerful, positive ways, using the latest technologies.
- Enjoy collaborative innovation, with diversity and work-life wellbeing at the core
- Unlock global opportunities to work and learn with the industry’s best.
As a result, 95% of our employees approve of the CEO and 83% recommend working at Persistent to a friend
Job Description
Google BU Position
Responsibilities:
Design architectures, build prototypes and establish design based on business requirements
Implement CI/CD and deploy the code to various environments including production.
Act as a senior member for the team
Publish best practices and reference code
Perform code reviews, ensure code quality, and encourage a culture of excellence.
Actively participate in assisting the team in resolving technical roadblocks and escalate as needed.
Required Skills:
Java/J2EE - 2+ years
Hands-on experience in analysis, design, coding, and implementation of complex, custom-built applications with Java/J2EE
Strong understanding of Java 8 or later version
Experience in Spring Boot/Spring MVC
Experience in Hibernate / Spring data / ORM techniques
Linux Administration has deployed and maintained applications on Linux systems in a production environment.
Operational knowledge of server maintenance and builds
Decommission MongoDB: Java, Spring, Kafka, PostgreSQL (Building of a few new services and touching monolith code, removing MongoDB)
Decommission RabbitMQ: Java, Kafka (Removing RabbitMQ from our stack, migrating over to Kafka)
Decommission Selenium: Java (Removing Selenium from our stack, create Integration/API tests in Java, useful if they can read/understand existing selenium tests we have, they’re written in Scala)
Test Pyramid, Unit testing , Integration testing using java
Spring Rest, Swagger
Desired Skills:
Cloud Certifications
Experience in Kubernetes
Hands-on CI / CD experience
Job Type: Full-time
Salary: ₹400,000.00 - ₹1,500,000.00 per year
Schedule:
Day shift
Work Location: Remote
Apply Now: click Easy Apply
Show Less
Report",4.0,"Persistent Systems
4.0",Remote,10000+ Employees,1990,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD),3.9,3.6,4.1,3.7,3.9,0,0,1,4,15,9.5,"Persistent Systems
",1990.0,33.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Full Stack Developer,Employer Provided Salary:₹45T,"We are looking for a Full Stack Developer to produce scalable software solutions. You’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment. As a Full Stack Developer, you should be comfortable around both front-end and back-end coding languages, development frameworks, and third-party libraries. You should also be a team player with a knack for visual design and utility. If you’re also familiar with Agile methodologies, we’d like to meet you.
Roles & Responsibilities
Work with development teams and product managers to ideate software solutions
Design client-side and server-side architecture
Build the front-end of applications through appealing visual design
Develop and manage well-functioning databases and applications
Write effective APIs
Test software to ensure responsiveness and efficiency
Troubleshoot, debug and upgrade software
Create security and data protection settings
Build features and applications with a mobile responsive design
Write technical documentation
Work with data scientists and analysts to improve software
Requirements
Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. C#, Java, .Net Core, >Net MVC) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. MSSQL, MySQL, MongoDB), web servers (e.g. Apache, IIS) and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or relevant field

Job Details
DepartermentTechnical
Location100% Remote
Job TypeFull time/ Contract
EducationBCA / MCA / BE-IT / Computer Engineer / BE-Computer Science
Experience3 to 5 Years
Offered SalaryUpto 45K CTC
Show Less
Report",3.6,"Citta Solutions
3.6",Remote,1 to 50 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),3.6,3.6,3.9,3.9,3.7,0,0,1,45,45,45.0,"Citta Solutions
",2009.0,14.0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Full Stack Android Developer,Employer Provided Salary:₹9L - ₹29L,"What makes a great fit:
Full Stack Android Developer, in a early-stage startup.
Rasing preseed soon + Equity allocation
We are looking for a founding team member who has experience in Native Android Backend development and masters API Integration, Spring Boot and MySQL, Java, Node.Js
The company is based in Chandigarh but the work is remote.
Since the role is of founding member, it involves equity too.
About RideChecker
We are a early stage start-up in stealth, ready to mark dent in the mobility ride hailing space. Raising preseed and building founding team.
Company Type
Start-up
Website
http://ridechecker.com
Company Size
1-10 employees
Office Locations
Mohali, Punjab, India
Show Less
Report",4.3,"BigShyft
4.3",Remote,1 to 50 Employees,2018,Company - Private,HR Consulting,Human Resources & Staffing,Less than $1 million (USD),4.2,3.9,3.7,3.5,3.6,0,0,1,9,29,19.0,"BigShyft
",2018.0,5.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Front End Developer (React.js),₹4L - ₹8L (Glassdoor Est.),"Delhi
We are looking for an experienced top-notch full-stack developer to grow with our dev team. As a React.js Developer, you will be involved from conception to completion with projects that are technologically sound and aesthetically impressive.
The Role
The primary focus will be on developing user interface components and implementing them following well-known React.js workflows (such as Flux or Redux). You will ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is important.
Responsibilities:
Developing user interface components and implementing them following well-known React.js workflows (such as Flux or Redux).
Ensuring that these components and the overall application are robust and easy to maintain.
Develop new user-facing features using React.js and Building reusable components and front-end libraries for future use.
Translate designs and wireframes into high quality code and optimize components for maximum performance across a vast array of web-capable devices and browsers.
Understand the business requirements and translate them into technical requirements with a knack for benchmarking and optimization.
Develop a flexible and well-structured front-end architecture, along with the APIs to support it.
Construct visualizations that are able to depict vast amounts of data
Qualification & Skillset:
Bachelor’s Degree or equivalent in Computer Science & Experience with Java Script
Thorough understanding of React.js and its core principles and Experience with popular React.js workflows (such as Flux or Redux)
Core web fundamentals: HTML, Java Script and CSS and Knowledge of CSS pre-processor like Sass or LESS
Show Less
Report",4.1,"Spark Eighteen Lifestyle
4.1",New Delhi,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,4.1,3.9,4.0,4.1,4.0,0,0,0,4,8,6.0,"Spark Eighteen Lifestyle
",-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Stack Developer - React / NodeJS,Employer Provided Salary:₹8L - ₹10L,"Full–time
Perform hands-on software development, including writing code and unit tests, doing proof of concepts, conducting code reviews, and testing in ongoing sprints
Work closely with product managers and other full-stack developers to implement innovative solutions to challenging web development problems
Participates in system design and specifications, program logic and flow-charting, development, testing, debugging, documentation, and support
Provides analysis of problems and recommends solutions
Work collaboratively with a tight-knit product development team
Qualifications BE, BTech, or MS degree in computer science, or equivalent 3+ years of work experience.
Experience working in React and able to demonstrate strong JavaScript knowledge
4+ years of experience working with NodeJS
Strong knowledge of HTML, CSS
Having worked with multimedia elements like sound, graphics, animations, etc.
1+ years of experience working with MongoDB
Experience with CI and CD environment and platforms (AWS)
Strong experience building single-page and progressive web applications
Ability to efficiently manage and build large, complex web applications
Strong analytical and problem-solving skills, with good attention to detail
Self-motivated, ability to work independently
Ability to use creative thinking to develop innovative and efficient solutions to requirements from the business team.
Strong project management skills, including the ability to manage multiple tasks simultaneously
Ability to mentor other developers if required.
PHP experience will be a big plus
Additional Information Professional maturity, integrity, discipline, and a positive attitude in open work culture.
Self starter and ability to work in a fast-paced team environment.
Passion to work with technology
Other Details Role: Full Stack Software Developer (Full Time)
Location: Remote
Job Type: Full-time
Pay: ₹800,000.00 - ₹1,000,000.00 per year
Schedule:
Morning shift
Application Question(s):
Give links to a few of your best projects with a brief description of your role in the frontend ( in ReactJS) and backend development (NodeJS) work.
Education:
Bachelor's (Required)
Experience:
total work: 3 years (Required)
Expected Start Date: 03/04/2023
Show Less
Report",-1.0,digiXL Inc.,Remote,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,8,10,9.0,digiXL Inc.,-1.0,-1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
